,transaction_id,items,basket_size,basket_total
819,819,"['frozen_vegetables', 'whole_milk']",2,16.22
820,820,"['curd', 'margarine', 'whole_milk']",3,22.54
821,821,"['canned_fruit', 'rolls/buns']",2,10.35
822,822,"['beverages', 'waffles']",2,6.029999999999999
823,823,"['brown_bread', 'pastry', 'whole_milk']",3,36.79
824,824,"['frozen_dessert', 'margarine', 'snack_products', 'whole_milk']",4,36.91
825,825,"['frankfurter', 'rolls/buns']",2,12.329999999999998
826,826,"['bottled_water', 'long_life_bakery_product']",2,21.21
827,827,"['newspapers', 'other_vegetables', 'white_bread']",3,24.060000000000002
828,828,"['rolls/buns', 'soda']",2,9.969999999999999
829,829,"['berries', 'cookware', 'flower_(seeds)']",3,22.72
830,830,"['photo/film', 'shopping_bags']",2,15.170000000000002
831,831,"['other_vegetables', 'specialty_cheese']",2,21.66
832,832,"['chewing_gum', 'ice_cream']",2,13.25
833,833,"['frozen_meals', 'pasta', 'pastry']",3,19.799999999999997
834,834,"['frankfurter', 'root_vegetables']",2,9.01
835,835,"['frozen_meals', 'shopping_bags', 'soda']",3,18.97
836,836,"['pastry', 'soda']",2,13.219999999999999
837,837,"['cat_food', 'waffles']",2,9.91
838,838,"['bottled_water', 'soda']",2,8.7
839,839,"['chocolate', 'soda']",2,9.959999999999999
840,840,"['pastry', 'soda']",2,13.219999999999999
841,841,"['bottled_water', 'brown_bread']",2,19.84
842,842,"['long_life_bakery_product', 'pot_plants']",2,15.709999999999999
843,843,"['butter', 'napkins']",2,19.79
844,844,"['seasonal_products', 'shopping_bags', 'whole_milk']",3,28.59
845,845,"['brown_bread', 'rolls/buns']",2,21.11
846,846,"['dessert', 'rolls/buns', 'soft_cheese']",3,33.17
847,847,"['canned_fish', 'newspapers', 'whole_milk']",3,20.28
848,848,"['newspapers', 'whole_milk']",2,18.07
849,849,"['citrus_fruit', 'whole_milk']",2,24.15
850,850,"['chocolate', 'napkins']",2,18.66
851,851,"['rolls/buns', 'waffles', 'white_bread']",3,19.83
852,852,"['rolls/buns', 'root_vegetables', 'whole_milk']",3,26.189999999999998
853,853,"['domestic_eggs', 'newspapers', 'tropical_fruit']",3,24.18
854,854,"['candy', 'whipped/sour_cream']",2,6.84
855,855,"['other_vegetables', 'soda', 'specialty_bar']",3,12.41
856,856,"['fish', 'pot_plants', 'rolls/buns']",3,21.2
857,857,"['pip_fruit', 'yogurt']",2,18.57
858,858,"['decalcifier', 'frozen_vegetables', 'yogurt']",3,24.259999999999998
859,859,"['candy', 'frozen_meals', 'pasta', 'whole_milk']",4,22.6
860,860,"['cereals', 'whole_milk']",2,19.36
861,861,"['bottled_water', 'soda']",2,8.7
862,862,"['napkins', 'whole_milk']",2,22.560000000000002
863,863,"['specialty_bar', 'whole_milk']",2,13.57
864,864,"['dessert', 'frozen_potato_products', 'specialty_chocolate']",3,25.879999999999995
865,865,"['misc._beverages', 'onions', 'other_vegetables', 'spread_cheese']",4,33.72
866,866,"['curd', 'frankfurter', 'semi-finished_bread']",3,17.65
867,867,"['other_vegetables', 'whole_milk']",2,22.27
868,868,"['candy', 'hard_cheese', 'root_vegetables', 'whole_milk']",4,30.02
869,869,"['finished_products', 'frozen_potato_products', 'pip_fruit', 'soda']",4,24.13
870,870,"['shopping_bags', 'soda']",2,11.57
871,871,"['fruit/vegetable_juice', 'salty_snack']",2,22.14
872,872,"['misc._beverages', 'yogurt']",2,23.71
873,873,"['candy', 'cream_cheese', 'rolls/buns', 'shopping_bags']",4,32.74
874,874,"['beverages', 'whole_milk']",2,15.75
875,875,"['misc._beverages', 'roll_products']",2,19.28
876,876,"['butter_milk', 'pastry']",2,25.24
877,877,"['misc._beverages', 'salty_snack']",2,22.82
878,878,"['butter', 'ice_cream', 'margarine', 'soda']",4,20.48
879,879,"['frozen_vegetables', 'yogurt']",2,15.329999999999998
880,880,"['rolls/buns', 'root_vegetables', 'whole_milk']",3,26.189999999999998
881,881,"['bottled_water', 'soda', 'uht-milk']",3,11.229999999999999
882,882,"['butter_milk', 'dessert', 'whole_milk']",3,40.41
883,883,"['female_sanitary_products', 'salty_snack']",2,19.35
884,884,"['skin_care', 'soda']",2,6.37
885,885,"['citrus_fruit', 'ice_cream', 'tropical_fruit']",3,28.9
886,886,"['brown_bread', 'citrus_fruit', 'napkins', 'tropical_fruit']",4,49.07
887,887,"['bottled_water', 'soda', 'waffles']",3,11.41
888,888,"['cake_bar', 'curd']",2,16.119999999999997
889,889,"['chewing_gum', 'specialty_cheese']",2,22.54
890,890,"['other_vegetables', 'white_bread']",2,18.42
891,891,"['candy', 'cream_cheese', 'salty_snack', 'whole_milk']",4,37.14
892,892,"['roll_products', 'root_vegetables', 'whole_milk']",3,24.759999999999998
893,893,"['cake_bar', 'pasta', 'snack_products', 'soda']",4,20.659999999999997
894,894,"['coffee', 'frozen_vegetables', 'whole_milk']",3,18.09
895,895,"['beef', 'other_vegetables']",2,12.58
896,896,"['frankfurter', 'margarine', 'rolls/buns', 'soda']",4,20.619999999999997
897,897,"['beef', 'margarine', 'other_vegetables', 'soda']",4,20.87
898,898,"['frozen_meals', 'specialty_chocolate', 'whole_milk']",3,24.41
899,899,"['other_vegetables', 'pot_plants']",2,11.61
900,900,"['onions', 'roll_products']",2,13.95
901,901,"['dental_care', 'long_life_bakery_product', 'zwieback']",3,30.41
902,902,"['curd_cheese', 'frankfurter']",2,6.17
903,903,"['ice_cream', 'onions', 'yogurt']",3,20.909999999999997
904,904,"['cat_food', 'curd', 'soda']",3,11.879999999999999
905,905,"['other_vegetables', 'processed_cheese', 'tea']",3,33.83
906,906,"['bottled_water', 'domestic_eggs', 'soda', 'whipped/sour_cream']",4,17.27
907,907,"['root_vegetables', 'semi-finished_bread', 'specialty_bar']",3,16.97
908,908,"['pip_fruit', 'soft_cheese', 'tidbits']",3,20.099999999999998
909,909,"['soda', 'specialty_bar']",2,2.57
910,910,"['cereals', 'pot_plants', 'specialty_chocolate']",3,13.28
911,911,"['frankfurter', 'shopping_bags', 'soda']",3,15.36
912,912,"['cream_cheese', 'rolls/buns', 'spread_cheese', 'uht-milk']",4,27.84
913,913,"['misc._beverages', 'specialty_chocolate']",2,16.75
914,914,"['bottled_water', 'soda']",2,8.7
915,915,"['meat_spreads', 'specialty_bar']",2,3.5
916,916,"['bottled_water', 'brown_bread', 'specialty_bar']",3,20.98
917,917,"['citrus_fruit', 'curd', 'herbs', 'other_vegetables']",4,35.0
918,918,"['beef', 'chocolate']",2,11.27
919,919,"['mayonnaise', 'soda', 'white_bread']",3,19.08
920,920,"['chewing_gum', 'fruit/vegetable_juice']",2,22.21
921,921,"['cling_film/bags', 'dog_food']",2,9.99
922,922,"['meat', 'newspapers', 'other_vegetables', 'white_bread']",4,33.76
923,923,"['candy', 'rolls/buns', 'specialty_chocolate', 'whole_milk']",4,27.71
924,924,"['margarine', 'sugar', 'tropical_fruit', 'whole_milk']",4,48.52
925,925,"['other_vegetables', 'waffles', 'whole_milk']",3,24.98
926,926,"['domestic_eggs', 'frozen_vegetables', 'pastry']",3,19.47
927,927,"['meat', 'newspapers']",2,15.34
928,928,"['beef', 'margarine', 'salty_snack', 'whole_milk']",4,32.68
929,929,"['frozen_fish', 'other_vegetables', 'vinegar']",3,18.65
930,930,"['cling_film/bags', 'domestic_eggs', 'whole_milk']",3,19.16
931,931,"['root_vegetables', 'soda', 'uht-milk']",3,9.18
932,932,"['frankfurter', 'rolls/buns']",2,12.329999999999998
933,933,"['pastry', 'whole_milk']",2,24.22
934,934,"['frozen_chicken', 'salty_snack']",2,11.48
935,935,"['coffee', 'soda']",2,3.3
936,936,"['citrus_fruit', 'pastry', 'rolls/buns', 'soft_cheese']",4,42.15
937,937,"['dishes', 'house_keeping_products', 'other_vegetables', 'salty_snack']",4,35.12
938,938,"['beef', 'root_vegetables']",2,7.96
939,939,"['butter_milk', 'long_life_bakery_product', 'rolls/buns']",3,35.93
940,940,"['pastry', 'whole_milk']",2,24.22
941,941,"['bottled_water', 'specialty_chocolate', 'uht-milk']",3,14.379999999999999
942,942,"['specialty_bar', 'specialty_chocolate']",2,5.72
943,943,"['frozen_meals', 'soda']",2,8.83
944,944,"['instant_coffee', 'pet_care', 'soda', 'specialty_chocolate']",4,21.04
945,945,"['other_vegetables', 'specialty_bar']",2,10.98
946,946,"['bottled_water', 'herbs', 'napkins']",3,27.590000000000003
947,947,"['canned_vegetables', 'citrus_fruit', 'coffee', 'frankfurter']",4,22.66
948,948,"['newspapers', 'soda', 'specialty_chocolate']",3,11.649999999999999
949,949,"['domestic_eggs', 'newspapers', 'uht-milk', 'whole_milk']",4,24.49
950,950,"['margarine', 'other_vegetables']",2,16.7
951,951,"['berries', 'pip_fruit']",2,14.34
952,952,"['bottled_water', 'dishes', 'soda']",3,15.669999999999998
953,953,"['pastry', 'syrup']",2,26.189999999999998
954,954,"['other_vegetables', 'pet_care']",2,18.45
955,955,"['pastry', 'vinegar', 'whole_milk']",3,28.58
956,956,"['domestic_eggs', 'misc._beverages']",2,16.06
957,957,"['citrus_fruit', 'specialty_bar']",2,12.860000000000001
958,958,"['ice_cream', 'tropical_fruit', 'whole_milk']",3,29.61
959,959,"['coffee', 'napkins']",2,12.0
960,960,"['dessert', 'fruit/vegetable_juice', 'nut_snack', 'specialty_bar']",4,30.22
961,961,"['pip_fruit', 'sweet_spreads']",2,16.63
962,962,"['other_vegetables', 'tropical_fruit', 'whipped/sour_cream', 'white_bread']",4,37.75
963,963,"['soda', 'spread_cheese']",2,6.3
964,964,"['tropical_fruit', 'whipped/sour_cream', 'yogurt']",3,30.869999999999997
965,965,"['candy', 'salty_snack', 'soda', 'specialty_bar']",4,15.38
966,966,"['pastry', 'uht-milk', 'waffles']",3,17.029999999999998
967,967,"['fruit/vegetable_juice', 'soda']",2,12.92
968,968,"['margarine', 'misc._beverages']",2,19.03
969,969,"['bottled_water', 'coffee', 'other_vegetables', 'salty_snack']",4,29.630000000000003
970,970,"['candles', 'chocolate', 'pastry']",3,32.89
971,971,"['ketchup', 'processed_cheese', 'seasonal_products']",3,21.95
972,972,"['pot_plants', 'rolls/buns']",2,10.309999999999999
973,973,"['berries', 'long_life_bakery_product', 'soda', 'specialty_chocolate']",4,27.259999999999998
974,974,"['whole_milk', 'yogurt']",2,23.97
975,975,"['fruit/vegetable_juice', 'soda', 'waffles']",3,15.629999999999999
976,976,"['bottled_water', 'whole_milk']",2,19.7
977,977,"['bottled_water', 'fruit/vegetable_juice']",2,18.759999999999998
978,978,"['citrus_fruit', 'pastry']",2,23.509999999999998
979,979,"['meat', 'root_vegetables', 'whole_milk']",3,27.349999999999998
980,980,"['bottled_water', 'chicken', 'citrus_fruit', 'rolls/buns']",4,40.03
981,981,"['oil', 'rolls/buns']",2,19.509999999999998
982,982,"['butter', 'citrus_fruit', 'other_vegetables', 'rolls/buns']",4,39.760000000000005
983,983,"['beef', 'canned_fish', 'other_vegetables']",3,14.79
984,984,"['brown_bread', 'margarine', 'napkins', 'yogurt']",4,41.1
985,985,"['domestic_eggs', 'meat', 'specialty_cheese', 'whole_milk']",4,37.84
986,986,"['specialty_chocolate', 'waffles']",2,7.29
987,987,"['other_vegetables', 'skin_care', 'tropical_fruit']",3,29.43
988,988,"['meat', 'rolls/buns', 'soda']",3,19.669999999999998
989,989,"['soda', 'specialty_chocolate']",2,6.01
990,990,"['brown_bread', 'rolls/buns']",2,21.11
991,991,"['fruit/vegetable_juice', 'whole_milk']",2,23.92
992,992,"['pastry', 'specialty_chocolate']",2,16.369999999999997
993,993,"['beverages', 'long_life_bakery_product']",2,17.259999999999998
994,994,"['newspapers', 'other_vegetables']",2,15.48
995,995,"['newspapers', 'photo/film']",2,10.67
996,996,"['bottled_water', 'brown_bread', 'chicken', 'newspapers']",4,37.980000000000004
997,997,"['cake_bar', 'fruit/vegetable_juice']",2,24.36
998,998,"['condensed_milk', 'soda']",2,7.31
999,999,"['frozen_meals', 'soda']",2,8.83
1000,1000,"['brown_bread', 'chewing_gum', 'misc._beverages', 'pip_fruit']",4,42.49
1001,1001,"['sugar', 'whole_milk']",2,27.009999999999998
1002,1002,"['fruit/vegetable_juice', 'pip_fruit']",2,18.52
1003,1003,"['pip_fruit', 'whipped/sour_cream', 'whole_milk']",3,24.14
1004,1004,"['cereals', 'detergent']",2,17.33
1005,1005,"['chocolate', 'soda']",2,9.959999999999999
1006,1006,"['root_vegetables', 'shopping_bags']",2,15.36
1007,1007,"['brown_bread', 'yogurt']",2,24.11
1008,1008,"['chocolate', 'shopping_bags', 'white_bread']",3,27.25
1009,1009,"['canned_vegetables', 'frozen_vegetables', 'other_vegetables', 'pip_fruit']",4,25.94
1010,1010,"['curd', 'meat_spreads']",2,5.609999999999999
1011,1011,"['tropical_fruit', 'whole_milk']",2,27.08
1012,1012,"['brown_bread', 'margarine']",2,19.43
1013,1013,"['chocolate', 'dishes']",2,15.5
1014,1014,"['soda', 'specialty_chocolate']",2,6.01
1015,1015,"['butter', 'candy']",2,11.82
1016,1016,"['citrus_fruit', 'waffles', 'whole_milk']",3,26.86
1017,1017,"['bottled_water', 'rolls/buns', 'shopping_bags']",3,25.95
1018,1018,"['newspapers', 'other_vegetables', 'white_bread']",3,24.060000000000002
1019,1019,"['root_vegetables', 'whole_milk']",2,17.65
1020,1020,"['coffee', 'rolls/buns', 'salty_snack', 'tidbits']",4,24.03
1021,1021,"['coffee', 'frozen_vegetables', 'whole_milk']",3,18.09
1022,1022,"['citrus_fruit', 'coffee', 'root_vegetables', 'whole_milk']",4,31.24
1023,1023,"['frankfurter', 'rolls/buns']",2,12.329999999999998
1024,1024,"['frozen_potato_products', 'other_vegetables', 'whole_milk']",3,29.04
1025,1025,"['candy', 'chocolate']",2,10.69
1026,1026,"['finished_products', 'seasonal_products']",2,14.92
1027,1027,"['pastry', 'whole_milk']",2,24.22
1028,1028,"['salty_snack', 'whole_milk', 'zwieback']",3,28.95
1029,1029,"['artif._sweetener', 'bottled_water', 'uht-milk']",3,23.47
1030,1030,"['candy', 'frozen_dessert', 'ice_cream', 'tropical_fruit']",4,31.21
1031,1031,"['frozen_meals', 'ice_cream']",2,9.93
1032,1032,"['dessert', 'frankfurter']",2,18.32
1033,1033,"['canned_vegetables', 'instant_food_products', 'salty_snack']",3,19.33
1034,1034,"['cleaner', 'frozen_vegetables', 'margarine']",3,17.98
1035,1035,"['citrus_fruit', 'semi-finished_bread', 'whole_milk']",3,34.76
1036,1036,"['citrus_fruit', 'fruit/vegetable_juice', 'napkins', 'yogurt']",4,44.88
1037,1037,"['prosecco', 'rolls/buns', 'salty_snack']",3,30.689999999999998
1038,1038,"['butter_milk', 'other_vegetables', 'specialty_cheese', 'whole_milk']",4,47.54
1039,1039,"['dishes', 'fruit/vegetable_juice', 'oil']",3,29.43
1040,1040,"['frankfurter', 'rolls/buns']",2,12.329999999999998
1041,1041,"['coffee', 'newspapers', 'tropical_fruit', 'yogurt']",4,33.7
1042,1042,"['chocolate_marshmallow', 'soda']",2,11.07
1043,1043,"['bottled_water', 'salty_snack', 'soda']",3,19.35
1044,1044,"['artif._sweetener', 'yogurt']",2,25.21
1045,1045,"['rolls/buns', 'soda']",2,9.969999999999999
1046,1046,"['brown_bread', 'frozen_meals', 'rolls/buns']",3,28.509999999999998
1047,1047,"['bottled_water', 'other_vegetables', 'rolls/buns', 'skin_care']",4,30.59
1048,1048,"['brown_bread', 'rolls/buns']",2,21.11
1049,1049,"['coffee', 'soda']",2,3.3
1050,1050,"['chicken', 'frankfurter', 'ice_cream', 'rolls/buns']",4,27.36
1051,1051,"['brown_bread', 'rolls/buns', 'uht-milk', 'yogurt']",4,35.18
1052,1052,"['frozen_fish', 'pastry', 'rolls/buns']",3,24.779999999999998
1053,1053,"['frankfurter', 'rolls/buns', 'soft_cheese']",3,22.43
1054,1054,"['chewing_gum', 'frankfurter', 'rolls/buns']",3,23.05
1055,1055,"['bottled_water', 'pastry', 'whipped/sour_cream', 'whole_milk']",4,36.17
1056,1056,"['herbs', 'other_vegetables']",2,20.03
1057,1057,"['frankfurter', 'rolls/buns']",2,12.329999999999998
1058,1058,"['frozen_fish', 'newspapers', 'other_vegetables']",3,19.93
1059,1059,"['bottled_water', 'misc._beverages']",2,19.439999999999998
1060,1060,"['bottled_water', 'cooking_chocolate', 'misc._beverages']",3,26.93
1061,1061,"['pastry', 'rolls/buns', 'root_vegetables']",3,25.549999999999997
1062,1062,"['fruit/vegetable_juice', 'misc._beverages']",2,23.66
1063,1063,"['beverages', 'long_life_bakery_product']",2,17.259999999999998
1064,1064,"['chicken', 'root_vegetables', 'yogurt']",3,29.259999999999998
1065,1065,"['napkins', 'salty_snack', 'yogurt']",3,32.32
1066,1066,"['frozen_fish', 'pastry', 'whole_milk']",3,28.669999999999998
1067,1067,"['pip_fruit', 'soda', 'whole_milk']",3,20.89
1068,1068,"['citrus_fruit', 'fish']",2,22.61
1069,1069,"['butter', 'rolls/buns', 'whole_milk', 'yogurt']",4,42.17
1070,1070,"['ice_cream', 'newspapers']",2,8.17
1071,1071,"['bottled_water', 'pet_care']",2,15.879999999999999
1072,1072,"['rolls/buns', 'white_bread']",2,17.119999999999997
1073,1073,"['beverages', 'yogurt']",2,14.86
1074,1074,"['liver_loaf', 'mustard', 'shopping_bags', 'whole_milk']",4,43.18
1075,1075,"['mustard', 'rolls/buns', 'tropical_fruit']",3,34.78
1076,1076,"['fruit/vegetable_juice', 'margarine']",2,18.35
1077,1077,"['coffee', 'fruit/vegetable_juice', 'rolls/buns', 'whole_milk']",4,34.33
1078,1078,"['butter', 'instant_coffee', 'mayonnaise']",3,25.15
1079,1079,"['candy', 'grapes', 'salty_snack', 'specialty_bar']",4,25.25
1080,1080,"['other_vegetables', 'sweet_spreads']",2,19.439999999999998
1081,1081,"['bottled_water', 'semi-finished_bread']",2,17.88
1082,1082,"['coffee', 'flower_(seeds)']",2,12.52
1083,1083,"['napkins', 'newspapers', 'pastry', 'rolls/buns']",4,36.099999999999994
1084,1084,"['other_vegetables', 'pastry', 'shopping_bags', 'white_bread']",4,40.35
1085,1085,"['butter', 'chicken', 'white_bread']",3,30.740000000000002
1086,1086,"['root_vegetables', 'whole_milk']",2,17.65
1087,1087,"['citrus_fruit', 'frozen_vegetables', 'other_vegetables', 'sugar']",4,39.93
1088,1088,"['brown_bread', 'uht-milk']",2,15.1
1089,1089,"['frankfurter', 'margarine', 'white_bread']",3,19.23
1090,1090,"['cleaner', 'frozen_meals']",2,14.73
1091,1091,"['beef', 'other_vegetables']",2,12.58
1092,1092,"['dessert', 'nut_snack', 'specialty_chocolate']",3,22.17
1093,1093,"['other_vegetables', 'root_vegetables']",2,15.059999999999999
1094,1094,"['brown_bread', 'rolls/buns', 'soft_cheese', 'whole_milk']",4,43.64
1095,1095,"['pip_fruit', 'tropical_fruit']",2,21.68
1096,1096,"['chocolate', 'other_vegetables', 'yogurt']",3,29.909999999999997
1097,1097,"['meat', 'pastry', 'rolls/buns']",3,30.029999999999998
1098,1098,"['canned_vegetables', 'other_vegetables', 'root_vegetables', 'shopping_bags']",4,30.48
1099,1099,"['coffee', 'rolls/buns']",2,10.41
1100,1100,"['bottled_water', 'coffee', 'rolls/buns']",3,17.68
1101,1101,"['baking_powder', 'uht-milk']",2,5.449999999999999
1102,1102,"['butter_milk', 'specialty_bar', 'whole_milk']",3,27.02
1103,1103,"['citrus_fruit', 'onions', 'other_vegetables', 'root_vegetables']",4,33.620000000000005
1104,1104,"['candy', 'popcorn', 'specialty_bar']",3,15.21
1105,1105,"['dessert', 'oil', 'whole_milk']",3,37.93
1106,1106,"['butter', 'rolls/buns', 'soda', 'yogurt']",4,31.169999999999998
1107,1107,"['candy', 'long_life_bakery_product', 'rolls/buns', 'shopping_bags']",4,34.78
1108,1108,"['fruit/vegetable_juice', 'rolls/buns', 'soda']",3,21.46
1109,1109,"['citrus_fruit', 'dessert', 'newspapers']",3,31.89
1110,1110,"['frozen_meals', 'soda']",2,8.83
1111,1111,"['other_vegetables', 'root_vegetables', 'whole_milk']",3,27.49
1112,1112,"['curd', 'margarine', 'whole_milk', 'yogurt']",4,34.08
1113,1113,"['domestic_eggs', 'newspapers', 'whole_milk']",3,21.96
1114,1114,"['baking_powder', 'coffee', 'photo/film']",3,9.82
1115,1115,"['dishes', 'fruit/vegetable_juice', 'yogurt']",3,30.0
1116,1116,"['bottled_water', 'onions', 'root_vegetables', 'whole_milk']",4,31.759999999999998
1117,1117,"['other_vegetables', 'yogurt']",2,21.38
1118,1118,"['other_vegetables', 'whipped/sour_cream']",2,14.52
1119,1119,"['frozen_vegetables', 'margarine', 'pickled_vegetables']",3,15.56
1120,1120,"['coffee', 'pot_plants']",2,3.64
1121,1121,"['other_vegetables', 'pip_fruit', 'root_vegetables', 'whole_milk']",4,34.519999999999996
1122,1122,"['rolls/buns', 'yogurt']",2,20.08
1123,1123,"['beverages', 'soda']",2,4.75
1124,1124,"['pastry', 'soda']",2,13.219999999999999
1125,1125,"['other_vegetables', 'pip_fruit', 'whole_milk']",3,29.3
1126,1126,"['pot_plants', 'rolls/buns', 'whipped/sour_cream', 'whole_milk']",4,27.419999999999998
1127,1127,"['bottled_water', 'other_vegetables', 'whole_milk', 'yogurt']",4,41.08
1128,1128,"['bottled_water', 'long_life_bakery_product', 'oil']",3,32.18
1129,1129,"['frankfurter', 'meat']",2,13.489999999999998
1130,1130,"['rolls/buns', 'semi-finished_bread', 'whole_milk']",3,31.58
1131,1131,"['coffee', 'rolls/buns', 'whole_milk']",3,22.84
1132,1132,"['oil', 'pasta', 'pip_fruit', 'shopping_bags']",4,28.75
1133,1133,"['coffee', 'soda']",2,3.3
1134,1134,"['nuts/prunes', 'rolls/buns']",2,9.639999999999999
1135,1135,"['bottled_water', 'whole_milk']",2,19.7
1136,1136,"['abrasive_cleaner', 'napkins']",2,21.98
1137,1137,"['coffee', 'other_vegetables', 'spices']",3,26.16
1138,1138,"['bottled_water', 'rolls/buns', 'spices', 'whole_milk']",4,42.69
1139,1139,"['candy', 'citrus_fruit']",2,13.88
1140,1140,"['butter', 'soups']",2,12.26
1141,1141,"['butter', 'margarine', 'root_vegetables']",3,21.74
1142,1142,"['frankfurter', 'rolls/buns']",2,12.329999999999998
1143,1143,"['flour', 'margarine', 'sugar', 'whole_milk']",4,48.42
1144,1144,"['chewing_gum', 'other_vegetables']",2,20.560000000000002
1145,1145,"['curd_cheese', 'whole_milk']",2,14.809999999999999
1146,1146,"['baking_powder', 'rolls/buns', 'soda']",3,12.889999999999999
1147,1147,"['light_bulbs', 'specialty_chocolate']",2,17.5
1148,1148,"['frankfurter', 'soda']",2,5.22
1149,1149,"['napkins', 'waffles', 'whole_milk']",3,25.27
1150,1150,"['chewing_gum', 'pip_fruit']",2,17.75
1151,1151,"['shopping_bags', 'tropical_fruit']",2,24.79
1152,1152,"['brown_bread', 'other_vegetables', 'rolls/buns']",3,30.95
1153,1153,"['chewing_gum', 'rolls/buns']",2,19.259999999999998
1154,1154,"['margarine', 'soda']",2,8.290000000000001
1155,1155,"['butter', 'newspapers', 'whole_milk']",3,27.73
1156,1156,"['long_life_bakery_product', 'shopping_bags', 'white_bread']",3,32.66
1157,1157,"['hard_cheese', 'sliced_cheese']",2,17.23
1158,1158,"['cleaner', 'newspapers', 'popcorn', 'yogurt']",4,36.42
1159,1159,"['butter_milk', 'pastry']",2,25.24
1160,1160,"['citrus_fruit', 'domestic_eggs']",2,15.610000000000001
1161,1161,"['coffee', 'yogurt']",2,13.41
1162,1162,"['coffee', 'soda', 'waffles']",3,6.01
1163,1163,"['long_life_bakery_product', 'white_bread', 'whole_milk']",3,34.95
1164,1164,"['semi-finished_bread', 'whole_milk']",2,23.04
1165,1165,"['frozen_meals', 'shopping_bags', 'soda', 'specialty_cheese']",4,30.79
1166,1166,"['chocolate', 'long_life_bakery_product', 'whole_milk']",3,34.9
1167,1167,"['pastry', 'pot_plants']",2,13.559999999999999
1168,1168,"['bottled_water', 'frozen_dessert']",2,19.14
1169,1169,"['curd', 'rolls/buns', 'whole_milk']",3,24.22
1170,1170,"['bottled_water', 'finished_products', 'newspapers', 'specialty_bar']",4,22.950000000000003
1171,1171,"['fruit/vegetable_juice', 'newspapers', 'whole_milk']",3,29.56
1172,1172,"['cream_cheese', 'salty_snack', 'whole_milk']",3,34.980000000000004
1173,1173,"['other_vegetables', 'tropical_fruit']",2,24.490000000000002
1174,1174,"['beef', 'jam', 'root_vegetables', 'toilet_cleaner']",4,19.58
1175,1175,"['newspapers', 'uht-milk']",2,8.17
1176,1176,"['domestic_eggs', 'rolls/buns']",2,12.43
1177,1177,"['beef', 'butter', 'citrus_fruit', 'fruit/vegetable_juice']",4,35.61
1178,1178,"['bottled_water', 'misc._beverages']",2,19.439999999999998
1179,1179,"['candy', 'soda']",2,3.59
1180,1180,"['chicken', 'frozen_vegetables', 'pip_fruit']",3,23.32
1181,1181,"['beverages', 'candy', 'cream_cheese', 'rolls/buns']",4,25.92
1182,1182,"['margarine', 'other_vegetables', 'root_vegetables', 'whole_milk']",4,34.349999999999994
1183,1183,"['seasonal_products', 'shopping_bags']",2,16.16
1184,1184,"['pet_care', 'waffles']",2,11.32
1185,1185,"['rolls/buns', 'tropical_fruit']",2,23.189999999999998
1186,1186,"['beef', 'salty_snack']",2,13.39
1187,1187,"['curd', 'ice_cream', 'whipped/sour_cream', 'yogurt']",4,22.0
1188,1188,"['cake_bar', 'curd_cheese', 'rolls/buns']",3,23.79
1189,1189,"['onions', 'whole_milk']",2,19.27
1190,1190,"['soda', 'specialty_bar']",2,2.57
1191,1191,"['chewing_gum', 'chocolate_marshmallow', 'specialty_chocolate', 'tropical_fruit']",4,39.589999999999996
1192,1192,"['beverages', 'candy', 'frozen_meals', 'specialty_bar']",4,14.020000000000001
1193,1193,"['canned_fish', 'other_vegetables', 'shopping_bags', 'soda']",4,23.62
1194,1194,"['bottled_water', 'yogurt']",2,18.81
1195,1195,"['chocolate', 'fruit/vegetable_juice', 'other_vegetables', 'whole_milk']",4,42.29
1196,1196,"['candy', 'rolls/buns']",2,10.7
1197,1197,"['newspapers', 'pastry', 'whole_milk']",3,29.86
1198,1198,"['rolls/buns', 'shopping_bags', 'whipped/sour_cream', 'whole_milk']",4,35.79
1199,1199,"['brown_bread', 'dessert', 'specialty_bar', 'whole_milk']",4,40.67
1200,1200,"['chocolate', 'finished_products', 'frozen_meals', 'shopping_bags']",4,34.97
1201,1201,"['rolls/buns', 'whole_milk']",2,20.97
1202,1202,"['bottled_water', 'soda']",2,8.7
1203,1203,"['frozen_meals', 'specialty_bar']",2,8.540000000000001
1204,1204,"['whipped/sour_cream', 'whole_milk']",2,17.11
1205,1205,"['berries', 'cake_bar', 'whipped/sour_cream']",3,24.86
1206,1206,"['berries', 'fruit/vegetable_juice', 'specialty_bar', 'waffles']",4,22.650000000000002
1207,1207,"['bottled_water', 'whole_milk', 'yogurt']",3,31.24
1208,1208,"['brown_bread', 'other_vegetables', 'whole_milk']",3,34.84
1209,1209,"['bottled_water', 'newspapers', 'pastry']",3,24.7
1210,1210,"['beef', 'napkins', 'onions', 'whole_milk']",4,32.14
1211,1211,"['butter_milk', 'other_vegetables']",2,23.29
1212,1212,"['cocoa_drinks', 'whole_milk']",2,19.99
1213,1213,"['light_bulbs', 'other_vegetables', 'rolls/buns', 'root_vegetables']",4,36.519999999999996
1214,1214,"['flower_soil/fertilizer', 'newspapers']",2,7.539999999999999
1215,1215,"['other_vegetables', 'root_vegetables']",2,15.059999999999999
1216,1216,"['frankfurter', 'newspapers', 'soda']",3,10.86
1217,1217,"['citrus_fruit', 'whole_milk']",2,24.15
1218,1218,"['baking_powder', 'curd', 'whole_milk']",3,18.6
1219,1219,"['curd', 'other_vegetables']",2,13.09
